OrderID,CustomerID,OrderDate,OrderAmount
ORD10735,78,2024-02-25,967.19
ORD10736,434,2023-10-22,764.56
ORD10737,209,2025-02-22,565.53
ORD10738,495,2023-10-10,723.92
ORD10739,49,2024-02-14,659.9
ORD10740,931,2023-10-01,875.87
ORD10741,496,2024-04-28,423.85
ORD10742,12,2024-05-01,907.7
ORD10743,37,2025-06-30,175.85
ORD10744,397,2023-10-28,378.1
ORD10745,42,2024-11-04,411.31
ORD10746,714,2025-05-13,571.0
ORD10747,479,2023-11-02,430.24
ORD10748,9,2024-05-19,302.24
ORD10749,329,2023-08-02,640.83
ORD10750,837,2024-07-31,898.29
ORD10751,911,2024-12-07,38.88
ORD10752,456,2025-03-22,657.21
ORD10753,981,2024-05-05,106.13
ORD10754,676,2023-09-12,532.6
ORD10755,181,2025-05-16,155.08
ORD10756,831,2024-01-08,662.09
ORD10757,368,2024-11-14,356.38
ORD10758,335,2024-12-24,365.25
ORD10759,48,2023-10-05,324.25
ORD10760,830,2023-12-02,169.83
ORD10761,298,2023-11-12,383.08
ORD10762,606,2024-09-30,409.08
ORD10763,101,2025-01-03,397.8
ORD10764,315,2024-08-24,101.9
ORD10765,554,2024-09-04,909.18
ORD10766,184,2024-12-29,296.07
ORD10767,805,2025-04-08,983.73
ORD10768,85,2024-05-30,321.79
ORD10769,772,2024-09-03,969.57
ORD10770,556,2024-05-25,658.94
ORD10771,196,2023-11-06,864.72
ORD10772,399,2025-03-14,896.19
ORD10773,1,2024-03-10,401.0
ORD10774,86,2024-06-07,697.78
ORD10775,38,2025-05-25,969.46
ORD10776,737,2024-03-19,437.99
ORD10777,241,2024-06-23,307.64
ORD10778,308,2025-01-08,397.29
ORD10779,820,2023-10-01,440.26
ORD10780,833,2025-03-27,655.07
ORD10781,211,2024-03-12,742.29
ORD10782,903,2024-09-04,549.37
ORD10783,531,2024-04-13,201.63
ORD10784,817,2024-07-17,510.98
ORD10785,783,2023-11-24,236.04
ORD10786,746,2025-01-15,274.89
ORD10787,414,2024-12-27,997.4
ORD10788,111,2025-04-08,467.08
ORD10789,224,2023-12-17,784.85
ORD10790,56,2023-12-11,626.29
ORD10791,197,2023-09-14,253.67
ORD10792,701,2023-10-16,228.19
ORD10793,991,2025-03-25,460.65
ORD10794,655,2024-11-11,623.46
ORD10795,20,2025-03-15,884.72
ORD10796,306,2025-02-05,166.75
ORD10797,16,2024-02-18,250.57
ORD10798,469,2023-10-25,491.68
ORD10799,571,2024-05-22,83.5
ORD10800,928,2024-07-27,970.21
ORD10801,108,2023-08-18,333.46
ORD10802,246,2024-10-01,45.42
ORD10803,829,2024-06-12,706.74
ORD10804,699,2024-02-26,485.82
ORD10805,866,2024-10-13,56.58
ORD10806,145,2023-11-05,233.99
ORD10807,535,2024-03-16,289.17
ORD10808,296,2023-07-25,581.85
ORD10809,483,2025-07-01,172.65
ORD10810,394,2024-10-08,367.33
ORD10811,376,2024-01-07,479.81
ORD10812,547,2024-12-12,91.44
ORD10813,578,2024-09-19,489.25
ORD10814,291,2025-02-22,251.52
ORD10815,454,2024-07-21,567.01
ORD10816,419,2025-03-14,946.48
ORD10817,39,2023-10-10,410.16
ORD10818,188,2024-12-20,214.18
ORD10819,177,2025-05-31,124.75
ORD10820,609,2024-06-02,188.67
ORD10821,336,2024-10-15,123.29
ORD10822,73,2025-01-30,526.58
ORD10823,303,2025-05-13,732.92
ORD10824,191,2024-06-10,761.33
ORD10825,718,2025-01-23,497.27
ORD10826,484,2025-05-20,55.81
ORD10827,73,2024-04-08,251.71
ORD10828,667,2024-07-25,10.14
ORD10829,424,2024-10-16,61.49
ORD10830,795,2025-04-29,454.28
ORD10831,60,2024-09-02,317.84
ORD10832,978,2024-09-14,332.63
ORD10833,238,2025-05-14,301.1
ORD10834,693,2024-04-27,170.07
ORD10835,205,2024-09-18,147.52
ORD10836,350,2024-05-16,459.07
ORD10837,302,2024-03-26,395.26
ORD10838,619,2025-05-22,655.29
ORD10839,624,2024-01-25,867.5
ORD10840,96,2025-01-16,785.8
ORD10841,429,2023-12-09,467.52
ORD10842,896,2025-03-28,933.36
ORD10843,822,2024-07-31,622.25
ORD10844,150,2024-04-25,249.55
ORD10845,992,2024-01-21,669.18
ORD10846,374,2023-07-28,302.07
ORD10847,954,2025-04-22,456.64
ORD10848,766,2024-03-23,743.16
ORD10849,478,2024-07-27,202.21
ORD10850,767,2025-07-02,120.45
ORD10851,492,2025-02-15,946.2
ORD10852,266,2025-07-12,741.07
ORD10853,517,2024-08-21,212.5
ORD10854,706,2025-05-24,708.88
ORD10855,533,2024-11-06,854.43
ORD10856,23,2025-05-23,218.99
ORD10857,148,2025-02-07,353.62
ORD10858,814,2025-06-30,456.67
ORD10859,243,2024-01-15,128.16
ORD10860,175,2023-09-09,819.65
ORD10861,227,2024-11-26,317.16
ORD10862,23,2025-02-22,981.93
ORD10863,162,2025-03-25,886.85
ORD10864,239,2024-05-29,169.5
ORD10865,921,2023-12-20,320.24
ORD10866,934,2025-05-01,121.68
ORD10867,313,2023-11-14,470.97
ORD10868,100,2023-10-20,127.03
ORD10869,376,2024-04-08,538.11
ORD10870,780,2024-02-21,779.24
ORD10871,965,2024-05-22,929.31
ORD10872,827,2024-10-24,202.76
ORD10873,160,2024-03-01,396.63
ORD10874,399,2023-11-22,511.87
ORD10875,498,2024-11-18,885.23
ORD10876,376,2024-04-20,432.95
ORD10877,404,2024-10-26,866.39
ORD10878,993,2023-10-08,92.12
ORD10879,640,2025-06-11,781.33
ORD10880,299,2025-02-05,607.85
ORD10881,673,2023-12-28,751.6
ORD10882,406,2024-08-13,437.41
ORD10883,182,2025-04-10,404.27
ORD10884,607,2024-04-09,72.61
ORD10885,963,2023-12-05,58.64
ORD10886,334,2024-09-29,560.22
ORD10887,808,2023-08-02,556.75
ORD10888,847,2023-07-31,28.59
ORD10889,445,2024-09-20,928.42
ORD10890,643,2023-09-04,406.93
ORD10891,212,2025-04-09,621.86
ORD10892,960,2024-03-31,455.34
ORD10893,88,2025-03-16,451.44
ORD10894,984,2024-01-24,733.75
ORD10895,557,2024-10-07,828.69
ORD10896,207,2023-11-15,220.95
ORD10897,445,2024-06-21,572.62
ORD10898,363,2023-10-10,598.59
ORD10899,402,2024-05-17,394.08
ORD10900,849,2024-11-01,827.3
ORD10901,651,2024-03-11,505.45
ORD10902,494,2025-03-28,701.98
ORD10903,912,2025-02-08,68.83
ORD10904,951,2025-03-24,293.61
ORD10905,668,2024-12-05,406.52
ORD10906,569,2025-04-22,642.64
ORD10907,850,2024-08-30,208.49
ORD10908,924,2024-12-09,355.74
ORD10909,692,2024-07-04,731.19
ORD10910,879,2024-04-25,510.12
ORD10911,883,2025-03-28,844.61
ORD10912,726,2025-02-24,114.76
ORD10913,729,2024-11-28,808.64
ORD10914,180,2024-07-08,780.73
ORD10915,435,2024-02-29,901.26
ORD10916,654,2025-06-26,112.88
ORD10917,185,2025-01-06,867.68
ORD10918,399,2024-09-06,465.6
ORD10919,977,2024-04-19,783.46
ORD10920,286,2025-04-07,596.29
ORD10921,42,2024-04-06,613.05
ORD10922,274,2024-08-17,85.9
ORD10923,916,2024-10-01,679.26
ORD10924,937,2024-01-07,913.43
ORD10925,351,2024-02-28,552.19
ORD10926,29,2025-02-12,817.92
ORD10927,296,2024-07-14,259.62
ORD10928,621,2023-11-03,849.91
ORD10929,156,2024-09-06,273.51
ORD10930,935,2025-01-26,374.98
ORD10931,639,2025-02-18,539.72
ORD10932,34,2024-03-12,336.65
ORD10933,340,2025-05-20,88.98
ORD10934,13,2023-08-05,211.33
ORD10935,422,2025-04-01,210.69
ORD10936,678,2023-08-21,380.19
ORD10937,271,2024-12-07,734.93
ORD10938,861,2023-12-11,166.44
ORD10939,541,2024-03-22,324.68
ORD10940,392,2025-04-25,928.13
ORD10941,572,2024-07-17,363.39
ORD10942,608,2023-11-05,209.62
ORD10943,275,2024-06-11,382.82
ORD10944,253,2024-08-10,547.17
ORD10945,710,2025-05-23,480.12
ORD10946,949,2023-11-11,404.21
ORD10947,514,2024-02-14,805.56
ORD10948,723,2025-02-06,922.68
ORD10949,955,2023-07-23,749.09
ORD10950,147,2025-04-23,596.05
ORD10951,827,2024-06-25,415.82
ORD10952,476,2024-04-27,527.85
ORD10953,180,2024-02-01,198.07
ORD10954,631,2025-04-08,410.52
ORD10955,237,2024-01-10,821.1
ORD10956,469,2024-06-04,513.19
ORD10957,943,2024-05-12,705.82
ORD10958,210,2024-02-10,497.06
ORD10959,949,2024-03-03,90.73
ORD10960,51,2023-12-21,444.86
ORD10961,378,2024-10-17,522.58
ORD10962,937,2024-05-21,115.01
ORD10963,899,2024-07-30,124.82
ORD10964,223,2024-08-08,864.26
ORD10965,167,2024-11-07,264.61
ORD10966,318,2024-09-10,326.66
ORD10967,851,2024-08-17,558.05
ORD10968,848,2024-06-22,39.29
ORD10969,917,2025-02-25,662.65
ORD10970,171,2024-05-04,830.51
ORD10971,284,2025-06-15,592.65
ORD10972,729,2024-12-21,903.58
ORD10973,719,2024-06-30,576.85
ORD10974,827,2024-12-08,525.57
ORD10975,721,2025-06-08,94.7
ORD10976,216,2024-03-14,550.3
ORD10977,409,2023-09-17,849.8
ORD10978,969,2024-10-18,30.86
ORD10979,630,2024-11-19,608.54
ORD10980,599,2023-10-02,966.29
ORD10981,627,2025-04-05,450.14
ORD10982,858,2025-01-20,289.36
ORD10983,987,2024-06-24,55.54
ORD10984,559,2025-04-09,432.41
ORD10985,869,2025-03-31,734.12
ORD10986,135,2024-10-20,579.07
ORD10987,938,2024-11-16,493.43
ORD10988,212,2025-02-14,123.0
ORD10989,317,2024-05-01,654.54
ORD10990,875,2024-09-30,922.79
ORD10991,969,2024-10-09,836.48
ORD10992,151,2025-01-14,29.09
ORD10993,402,2023-10-11,753.91
ORD10994,311,2023-08-29,148.26
ORD10995,376,2023-09-29,105.05
ORD10996,190,2023-08-16,884.9
ORD10997,504,2024-06-05,570.54
ORD10998,223,2025-06-23,460.76
ORD10999,471,2025-01-10,418.81
ORD11000,148,2024-06-22,195.22
ORD11001,566,2024-05-17,290.47
ORD11002,464,2024-09-05,582.91
ORD11003,822,2025-05-07,147.66
ORD11004,917,2023-12-17,279.97
ORD11005,768,2024-09-11,737.32
ORD11006,684,2024-05-09,104.41
ORD11007,442,2024-01-05,23.92
ORD11008,917,2024-02-16,620.24
ORD11009,741,2024-12-18,153.95
ORD11010,76,2024-04-25,896.76
ORD11011,11,2023-11-30,415.11
ORD11012,732,2023-08-14,953.24
ORD11013,285,2024-04-15,522.36
ORD11014,534,2025-03-24,557.61
ORD11015,430,2024-06-02,131.83
ORD11016,702,2024-10-22,109.37
ORD11017,664,2023-12-15,930.7
ORD11018,62,2024-02-26,865.87
ORD11019,47,2025-02-18,972.78
ORD11020,851,2025-05-11,513.44
ORD11021,565,2023-07-27,253.64
ORD11022,645,2024-12-24,136.01
ORD11023,227,2025-04-26,297.79
ORD11024,163,2024-11-07,881.89
ORD11025,973,2025-06-17,949.26
ORD11026,849,2025-06-10,350.01
ORD11027,52,2023-08-10,117.8
ORD11028,587,2024-07-03,678.72
ORD11029,421,2023-12-12,222.41
ORD11030,507,2023-10-10,920.4
ORD11031,235,2024-03-13,551.55
ORD11032,627,2025-02-17,358.22
ORD11033,384,2025-05-26,322.31
ORD11034,656,2024-05-30,793.41
ORD11035,624,2024-10-01,58.11
ORD11036,509,2024-07-27,680.2
ORD11037,278,2025-01-15,467.06
ORD11038,390,2025-07-11,945.75
ORD11039,239,2025-02-28,442.31
ORD11040,778,2023-07-19,830.57
ORD11041,161,2025-06-28,972.68
ORD11042,995,2024-09-28,689.56
ORD11043,313,2025-03-06,243.28
ORD11044,741,2024-03-03,638.14
ORD11045,382,2024-05-30,195.08
ORD11046,623,2024-12-11,549.36
ORD11047,617,2024-04-21,926.16
ORD11048,688,2024-05-03,451.32
ORD11049,186,2025-03-01,849.75
ORD11050,948,2024-02-02,834.99
ORD11051,404,2024-05-16,678.15
ORD11052,522,2024-12-23,790.6
ORD11053,531,2025-05-18,122.5
ORD11054,816,2025-01-24,864.27
ORD11055,964,2024-10-17,691.12
ORD11056,426,2023-12-07,356.28
ORD11057,328,2025-03-20,203.86
ORD11058,410,2024-12-28,268.79
ORD11059,58,2023-07-24,605.19
ORD11060,374,2025-02-09,662.27
ORD11061,21,2024-11-21,244.76
ORD11062,678,2024-09-26,678.79
ORD11063,873,2025-03-12,306.12
ORD11064,78,2025-04-07,230.31
ORD11065,69,2025-06-29,34.07
ORD11066,182,2025-02-16,574.21
ORD11067,496,2024-03-18,386.74
ORD11068,177,2024-07-11,393.63
ORD11069,480,2024-05-07,513.29
ORD11070,545,2024-04-17,31.08
ORD11071,424,2024-07-03,196.62
ORD11072,198,2024-10-04,900.75
ORD11073,901,2025-04-18,177.37
ORD11074,731,2025-03-06,80.74
ORD11075,207,2024-11-03,480.2
ORD11076,420,2024-07-09,283.6
ORD11077,657,2025-01-06,140.39
ORD11078,246,2025-01-24,93.44
ORD11079,437,2024-01-02,594.03
ORD11080,385,2023-11-04,906.08
ORD11081,567,2023-09-21,798.54
ORD11082,900,2025-07-07,413.14
ORD11083,696,2024-07-27,579.65
ORD11084,428,2024-09-07,580.93
ORD11085,987,2023-09-10,893.51
ORD11086,955,2024-07-06,662.65
ORD11087,165,2023-11-21,886.78
ORD11088,291,2023-09-09,869.08
ORD11089,518,2025-02-05,917.82
ORD11090,59,2024-05-01,678.58
ORD11091,992,2025-01-22,445.31
ORD11092,508,2025-04-29,744.32
ORD11093,162,2024-03-05,335.37
ORD11094,454,2024-07-22,494.99
ORD11095,391,2025-03-04,995.51
ORD11096,569,2025-02-05,130.2
ORD11097,465,2024-06-06,217.28
ORD11098,681,2024-02-19,811.29
ORD11099,790,2024-02-13,977.85
ORD11100,986,2025-07-04,960.44
ORD11101,961,2024-01-09,985.73
ORD11102,453,2025-04-17,788.29
ORD11103,636,2024-06-14,301.49
ORD11104,418,2023-11-01,867.57
ORD11105,386,2024-07-02,95.19
ORD11106,272,2025-01-22,190.84
ORD11107,714,2024-03-03,241.93
ORD11108,952,2024-09-06,973.79
ORD11109,553,2024-03-06,350.48
ORD11110,995,2025-05-20,837.38
ORD11111,492,2023-10-31,692.05
ORD11112,869,2023-11-12,599.2
ORD11113,206,2023-08-03,995.97
ORD11114,27,2025-05-20,950.08
ORD11115,259,2024-09-03,219.59
ORD11116,633,2024-06-25,98.4
ORD11117,830,2025-02-20,370.3
ORD11118,21,2023-08-20,448.71
ORD11119,1,2024-05-16,785.65
ORD11120,178,2025-05-27,639.21
ORD11121,196,2023-09-20,206.35
ORD11122,845,2024-07-11,529.76
ORD11123,228,2025-06-19,605.74
ORD11124,598,2025-07-11,560.82
ORD11125,352,2023-08-22,459.05
ORD11126,260,2024-10-26,347.29
ORD11127,328,2023-12-03,221.69
ORD11128,140,2025-03-24,24.56
ORD11129,847,2024-08-25,81.58
ORD11130,924,2025-07-03,391.19
ORD11131,44,2023-12-16,436.53
ORD11132,931,2025-07-04,566.04
ORD11133,599,2025-04-19,845.59
ORD11134,895,2023-11-13,594.88
ORD11135,63,2024-03-28,572.44
ORD11136,832,2024-11-28,104.86
ORD11137,418,2024-04-03,83.98
ORD11138,679,2023-12-21,758.82
ORD11139,91,2025-04-10,848.7
ORD11140,405,2025-03-29,965.31
ORD11141,601,2024-08-06,352.35
ORD11142,544,2023-07-30,479.29
ORD11143,548,2025-06-25,160.85
ORD11144,763,2023-08-26,19.04
ORD11145,53,2025-05-18,756.78
ORD11146,861,2024-08-18,96.78
ORD11147,847,2023-12-20,444.19
ORD11148,229,2024-04-13,610.02
ORD11149,235,2023-12-31,148.81
ORD11150,991,2024-08-29,299.57
ORD11151,495,2023-08-05,169.04
ORD11152,657,2024-02-24,796.15
ORD11153,405,2024-01-20,774.41
ORD11154,422,2025-06-11,278.26
ORD11155,614,2024-10-13,594.33
ORD11156,845,2025-05-12,781.89
ORD11157,789,2023-09-06,657.37
ORD11158,291,2023-08-30,106.37
ORD11159,34,2024-04-15,591.51
ORD11160,347,2025-05-27,108.97
ORD11161,436,2025-07-03,429.97
ORD11162,418,2024-05-03,877.35
ORD11163,517,2024-03-29,369.79
ORD11164,831,2025-06-08,14.27
ORD11165,4,2024-04-21,705.49
ORD11166,588,2024-09-23,114.89
ORD11167,204,2025-02-06,472.48
ORD11168,141,2023-12-07,879.44
ORD11169,560,2025-02-16,295.08
ORD11170,567,2023-12-12,599.57
ORD11171,807,2023-12-31,591.81
ORD11172,52,2025-06-01,267.06
ORD11173,524,2024-03-21,253.93
ORD11174,640,2025-03-04,975.8
ORD11175,708,2023-10-08,10.69
ORD11176,182,2023-09-19,725.75
ORD11177,764,2025-03-22,798.57
ORD11178,267,2025-02-09,485.45
ORD11179,336,2024-09-13,503.22
ORD11180,714,2024-07-13,754.79
ORD11181,319,2023-12-03,331.13
ORD11182,863,2024-06-02,919.89
ORD11183,287,2024-10-18,177.0
ORD11184,327,2024-10-02,259.67
ORD11185,594,2023-08-23,674.06
ORD11186,939,2024-12-30,274.34
ORD11187,465,2023-09-03,192.91
ORD11188,460,2025-04-16,434.75
ORD11189,635,2024-04-12,939.55
ORD11190,178,2024-04-20,408.55
ORD11191,834,2023-11-21,807.1
ORD11192,518,2024-08-13,390.39
ORD11193,642,2024-03-29,917.14
ORD11194,130,2025-05-15,397.41
ORD11195,196,2024-12-16,36.34
ORD11196,828,2024-03-28,319.94
ORD11197,252,2024-05-02,779.56
ORD11198,901,2024-09-17,584.08
ORD11199,872,2024-07-31,19.99
ORD11200,438,2024-06-08,408.4
ORD11201,37,2025-05-15,161.83
ORD11202,803,2024-07-14,145.48
ORD11203,845,2024-02-26,26.28
ORD11204,404,2025-05-18,567.54
ORD11205,742,2025-07-12,657.32
ORD11206,826,2024-02-07,762.27
ORD11207,304,2023-07-19,905.38
ORD11208,217,2024-04-28,642.15
ORD11209,555,2023-09-23,666.99
ORD11210,762,2025-01-26,160.62
ORD11211,53,2024-12-25,864.17
ORD11212,656,2023-10-19,120.94
ORD11213,204,2025-04-30,822.65
ORD11214,652,2025-06-12,773.05
ORD11215,991,2024-10-16,443.16
ORD11216,766,2025-02-09,951.89
ORD11217,381,2024-09-16,525.83
ORD11218,14,2023-12-16,207.49
ORD11219,912,2024-01-22,49.43
ORD11220,514,2024-06-15,702.33
ORD11221,636,2025-04-24,913.74
ORD11222,315,2025-07-10,387.53
ORD11223,914,2025-01-25,345.11
ORD11224,655,2024-04-08,821.93
ORD11225,452,2023-10-18,550.52
ORD11226,423,2024-01-02,28.37
ORD11227,104,2024-02-02,935.85
ORD11228,58,2023-08-14,793.16
ORD11229,647,2024-04-25,980.79
ORD11230,8,2024-08-08,379.65
ORD11231,271,2024-04-17,858.58
ORD11232,410,2024-03-07,456.18
ORD11233,600,2023-08-31,307.85
ORD11234,288,2023-11-24,72.96
ORD11235,210,2023-08-14,879.6
ORD11236,380,2024-11-13,471.4
ORD11237,109,2025-02-17,151.39
ORD11238,831,2025-05-04,149.01
ORD11239,880,2024-01-25,907.81
ORD11240,735,2025-04-27,415.29
ORD11241,569,2024-12-10,124.95
ORD11242,719,2025-02-27,323.71
ORD11243,582,2025-07-18,961.94
ORD11244,389,2023-09-24,798.97
ORD11245,895,2024-12-04,112.96
ORD11246,270,2023-09-12,798.37
ORD11247,750,2024-11-20,891.93
ORD11248,593,2024-04-16,204.73
ORD11249,418,2024-10-15,454.35
ORD11250,110,2024-08-26,873.4
ORD11251,782,2024-12-26,189.48
ORD11252,281,2023-08-09,55.52
ORD11253,47,2025-06-20,811.69
ORD11254,887,2025-01-17,939.27
ORD11255,969,2024-08-13,995.48
ORD11256,397,2025-06-22,443.01
ORD11257,39,2023-09-26,528.27
ORD11258,272,2024-07-16,621.08
ORD11259,575,2023-07-20,560.1
ORD11260,926,2023-09-04,441.28
ORD11261,962,2023-12-23,863.23
ORD11262,842,2024-05-09,472.06
ORD11263,178,2025-02-05,595.72
ORD11264,516,2025-04-07,976.59
ORD11265,664,2025-01-27,758.57
ORD11266,934,2024-03-31,14.45
ORD11267,80,2024-07-05,618.34
ORD11268,237,2024-08-08,718.33
ORD11269,3,2025-01-05,204.68
ORD11270,446,2024-11-26,539.49
ORD11271,794,2024-11-03,91.91
ORD11272,605,2024-10-01,608.57
ORD11273,599,2025-01-06,166.22
ORD11274,302,2024-09-17,462.75
ORD11275,147,2024-04-17,328.57
ORD11276,984,2023-08-04,487.89
ORD11277,978,2024-01-04,136.61
ORD11278,186,2024-03-06,736.07
ORD11279,824,2025-06-01,117.0
ORD11280,707,2025-05-26,828.22
ORD11281,501,2024-02-03,484.58
ORD11282,924,2025-01-12,471.36
ORD11283,886,2024-09-22,972.3
ORD11284,230,2025-02-01,307.4
ORD11285,862,2023-12-13,182.07
ORD11286,184,2024-04-01,474.57
ORD11287,958,2024-03-15,20.66
ORD11288,839,2023-12-01,408.35
ORD11289,136,2024-01-28,637.06
ORD11290,595,2025-02-19,21.82
ORD11291,193,2023-11-23,971.03
ORD11292,943,2024-08-25,704.66
ORD11293,454,2023-11-13,127.06
ORD11294,799,2025-05-30,533.03
ORD11295,388,2023-11-21,779.06
ORD11296,251,2025-01-12,778.47
ORD11297,558,2024-10-02,333.76
ORD11298,229,2025-03-26,727.28
ORD11299,408,2025-03-02,284.72
ORD11300,60,2025-05-04,374.73
ORD11301,291,2024-04-25,907.41
ORD11302,179,2024-07-14,826.25
ORD11303,765,2023-12-26,646.97
ORD11304,648,2025-03-15,199.5
ORD11305,346,2024-04-09,16.1
ORD11306,572,2025-02-01,920.39
ORD11307,740,2023-10-19,824.34
ORD11308,616,2024-02-12,88.8
ORD11309,410,2024-08-12,515.25
ORD11310,345,2023-08-28,985.54
ORD11311,370,2024-12-16,713.53
ORD11312,389,2025-05-09,421.94
ORD11313,336,2024-04-15,859.07
ORD11314,125,2025-03-03,301.89
ORD11315,762,2024-10-15,344.2
ORD11316,124,2024-07-10,814.62
ORD11317,962,2024-03-27,998.8
ORD11318,902,2023-12-27,304.55
ORD11319,22,2025-01-12,765.02
ORD11320,399,2025-02-19,450.56
ORD11321,49,2023-11-28,191.86
ORD11322,785,2024-08-18,692.45
ORD11323,33,2024-04-01,252.59
ORD11324,628,2024-09-09,733.14
ORD11325,167,2024-12-18,95.3
ORD11326,753,2025-02-21,464.97
ORD11327,205,2024-12-31,124.7
ORD11328,237,2024-07-30,40.83
ORD11329,99,2024-08-05,883.51
ORD11330,503,2024-07-26,294.98
ORD11331,942,2025-03-03,468.65
ORD11332,276,2024-01-29,353.49
ORD11333,178,2025-01-28,553.73
ORD11334,875,2025-01-14,36.75
ORD11335,383,2024-12-20,382.76
ORD11336,289,2024-12-28,437.09
ORD11337,752,2023-10-10,669.52
ORD11338,157,2024-07-31,682.2
ORD11339,660,2025-01-02,255.76
ORD11340,185,2024-03-28,844.38
ORD11341,335,2023-10-20,822.64
ORD11342,560,2024-10-27,31.24
ORD11343,129,2024-11-20,63.43
ORD11344,596,2024-03-24,636.25
ORD11345,297,2025-04-18,369.26
ORD11346,224,2025-02-15,289.17
ORD11347,253,2024-04-12,247.05
ORD11348,172,2024-10-12,445.98
ORD11349,816,2024-02-03,929.01
ORD11350,825,2025-06-13,424.37
ORD11351,50,2024-02-22,486.73
ORD11352,441,2025-02-05,928.17
ORD11353,833,2024-04-27,65.29
ORD11354,84,2024-06-27,219.11
ORD11355,130,2024-06-24,372.66
ORD11356,298,2024-02-02,687.12
ORD11357,644,2023-10-31,739.47
ORD11358,396,2023-08-18,958.12
ORD11359,812,2025-03-18,941.25
ORD11360,831,2023-11-19,853.45
ORD11361,597,2024-09-26,323.6
ORD11362,871,2023-10-23,544.66
ORD11363,88,2024-11-18,119.83
ORD11364,254,2024-10-29,38.0
ORD11365,502,2024-11-24,565.27
ORD11366,277,2024-04-26,430.44
ORD11367,972,2025-04-05,145.56
ORD11368,882,2025-07-15,869.2
ORD11369,640,2025-07-01,473.34
ORD11370,792,2024-11-07,995.09
ORD11371,158,2024-02-20,468.74
ORD11372,704,2024-10-17,189.21
ORD11373,947,2024-08-12,963.23
ORD11374,532,2024-01-06,751.24
ORD11375,545,2023-12-16,31.74
ORD11376,213,2024-09-29,747.24
ORD11377,460,2023-08-26,762.17
ORD11378,387,2024-04-03,913.69
ORD11379,168,2025-04-15,282.47
ORD11380,866,2024-07-25,339.78
ORD11381,146,2024-03-03,207.61
ORD11382,511,2024-08-18,397.3
ORD11383,905,2025-05-27,617.7
ORD11384,710,2024-09-20,179.11
ORD11385,239,2024-02-13,629.38
ORD11386,794,2024-05-30,625.55
ORD11387,66,2024-10-13,442.04
ORD11388,630,2024-10-05,82.87
ORD11389,84,2024-05-01,675.24
ORD11390,956,2023-07-23,601.76
ORD11391,715,2024-10-24,238.95
ORD11392,212,2025-01-20,667.96
ORD11393,528,2024-09-12,944.42
ORD11394,484,2025-01-12,673.13
ORD11395,746,2023-11-12,564.53
ORD11396,579,2023-07-26,851.69
ORD11397,186,2024-02-24,209.43
ORD11398,973,2025-01-25,561.32
ORD11399,899,2024-12-16,505.59
ORD11400,814,2024-03-30,75.2
ORD11401,775,2023-10-09,230.22
ORD11402,883,2023-10-22,358.46
ORD11403,266,2023-09-06,355.86
ORD11404,788,2024-01-26,570.22
ORD11405,425,2025-01-19,133.45
ORD11406,482,2025-04-29,761.52
ORD11407,654,2025-05-03,479.62
ORD11408,433,2023-07-24,207.59
ORD11409,714,2024-08-24,246.19
ORD11410,745,2025-01-25,129.76
ORD11411,659,2025-03-30,586.15
ORD11412,589,2023-12-27,275.47
ORD11413,327,2024-02-23,533.83
ORD11414,959,2024-09-16,112.46
ORD11415,646,2024-03-22,94.58
ORD11416,970,2024-01-07,283.77
ORD11417,70,2024-03-31,194.04
ORD11418,657,2025-05-06,819.06
ORD11419,479,2025-03-14,834.52
ORD11420,402,2023-10-10,125.19
ORD11421,567,2024-02-02,442.61
ORD11422,31,2024-11-27,741.94
ORD11423,646,2025-07-08,82.55
ORD11424,663,2024-01-25,840.67
ORD11425,497,2025-05-29,841.48
ORD11426,235,2024-12-26,34.23
ORD11427,663,2024-08-24,729.15
ORD11428,719,2024-12-18,934.36
ORD11429,956,2025-01-20,384.54
ORD11430,979,2023-08-16,367.54
ORD11431,472,2024-01-24,773.03
ORD11432,316,2024-02-28,129.44
ORD11433,840,2024-10-03,665.03
ORD11434,281,2023-11-26,541.17
ORD11435,808,2024-11-29,119.96
ORD11436,340,2025-07-17,117.53
ORD11437,498,2025-03-28,201.68
ORD11438,719,2024-03-25,715.82
ORD11439,395,2025-01-14,17.74
ORD11440,428,2025-03-31,57.72
ORD11441,946,2025-04-08,607.95
ORD11442,278,2025-05-01,543.39
ORD11443,925,2024-10-21,982.14
ORD11444,850,2024-09-07,36.99
ORD11445,346,2024-05-07,765.57
ORD11446,150,2024-11-16,801.36
ORD11447,914,2024-04-17,762.84
ORD11448,182,2025-03-02,970.53
ORD11449,105,2023-08-09,589.64
ORD11450,440,2025-04-15,229.66
ORD11451,406,2023-11-26,419.43
ORD11452,276,2024-10-22,76.06
ORD11453,561,2023-11-07,760.52
ORD11454,620,2024-02-05,32.51
ORD11455,440,2025-05-02,913.57
ORD11456,310,2024-04-11,530.13
ORD11457,679,2023-09-16,752.83
ORD11458,19,2024-04-10,159.2
ORD11459,578,2024-11-30,344.77
ORD11460,921,2023-10-22,933.9
ORD11461,124,2024-03-04,833.73
ORD11462,443,2024-11-03,350.16
ORD11463,70,2024-10-11,760.72
ORD11464,366,2025-01-01,370.92
ORD11465,879,2024-01-10,152.35
ORD11466,604,2024-05-10,760.93
ORD11467,159,2024-11-09,204.01
ORD11468,234,2023-08-28,974.34
ORD11469,897,2024-10-19,567.6
